id,loss
4,1156.0
6,2150.0
9,11316.0
12,5971.0
15,237.0
17,2344.0
21,2548.0
28,-171.0
32,2387.0
43,3012.0
46,2983.0
50,618.0
54,1866.0
62,2825.0
70,3379.0
71,6301.0
75,2681.0
77,2307.0
81,3761.0
83,2882.0
87,2364.0
97,2475.0
103,1665.0
119,1364.0
120,1866.0
127,1437.0
138,4879.0
141,3486.0
148,1112.0
150,2575.0
151,2988.0
158,1978.0
160,6255.0
165,3034.0
168,4002.0
169,3963.0
177,3304.0
178,4472.0
184,1866.0
194,8166.0
198,2177.0
203,5090.0
211,2775.0
217,967.0
219,809.0
221,5110.0
227,2096.0
230,1133.0
235,3204.0
240,508.0
243,3864.0
249,6340.0
253,2741.0
258,1127.0
261,2130.0
263,3723.0
264,3783.0
265,5585.0
268,1564.0
271,742.0
274,5967.0
275,-114.0
279,2779.0
282,1169.0
286,3167.0
288,1320.0
294,3313.0
296,1127.0
297,1595.0
300,523.0
303,7731.0
314,1068.0
315,5715.0
321,2969.0
323,4546.0
330,4944.0
341,1983.0
342,4897.0
352,1767.0
353,4123.0
360,7074.0
361,2613.0
362,3577.0
366,979.0
372,4029.0
376,3781.0
377,2723.0
379,1306.0
380,4801.0
387,1883.0
392,1661.0
394,9932.0
395,2045.0
397,1280.0
407,5523.0
411,7393.0
416,3104.0
417,1861.0
419,4304.0
428,6123.0
431,1662.0
436,8087.0
438,1584.0
445,6726.0
446,6894.0
455,1823.0
456,1165.0
461,464.0
463,1706.0
464,4241.0
466,2074.0
467,2486.0
470,1475.0
475,1152.0
482,4777.0
490,3670.0
496,3107.0
497,6061.0
508,3633.0
510,2974.0
512,2698.0
513,4159.0
523,2088.0
531,5254.0
532,3468.0
533,1329.0
537,914.0
544,4926.0
547,3738.0
556,7743.0
565,1563.0
566,1174.0
571,650.0
573,2196.0
574,581.0
581,2726.0
585,2582.0
589,2266.0
597,1572.0
601,3375.0
602,3050.0
613,2715.0
616,1752.0
619,1629.0
622,2566.0
623,2241.0
629,1166.0
634,1767.0
638,-154.0
642,1187.0
643,2559.0
645,516.0
648,6383.0
652,1774.0
664,857.0
666,2461.0
672,222.0
676,3135.0
678,4597.0
682,1679.0
686,3494.0
688,2682.0
689,1482.0
690,2143.0
692,8019.0
695,2377.0
697,4986.0
698,2120.0
706,2909.0
708,1836.0
712,4347.0
715,3987.0
717,989.0
725,2833.0
729,1703.0
737,952.0
739,4819.0
747,4348.0
753,2918.0
758,3435.0
759,3021.0
763,2102.0
773,4779.0
774,1794.0
776,1540.0
788,4148.0
790,3726.0
794,1175.0
801,3848.0
802,1577.0
805,1552.0
809,5990.0
812,1749.0
825,2420.0
828,2647.0
830,1580.0
833,762.0
850,5449.0
852,5811.0
862,2298.0
863,2078.0
864,1053.0
865,3748.0
868,6542.0
872,1553.0
879,5445.0
880,1447.0
883,2039.0
886,1486.0
923,1286.0
924,1954.0
932,1264.0
945,6476.0
947,6386.0
948,2008.0
955,3581.0
963,4920.0
979,1737.0
989,2647.0
994,2729.0
995,2921.0
998,1990.0
1000,4575.0
1018,2130.0
1019,1952.0
1028,2559.0
1034,561.0
1038,2098.0
1040,1176.0
1042,1281.0
1057,7392.0
1058,2251.0
1063,1807.0
1066,4030.0
1071,4664.0
1073,4225.0
1074,2610.0
1077,3270.0
1080,11456.0
1088,343.0
1096,764.0
1097,8232.0
1105,6121.0
1115,1979.0
1116,2584.0
1122,1743.0
1130,4969.0
1133,1838.0
1137,2373.0
1140,2143.0
1143,7689.0
1149,6806.0
1150,1503.0
1153,631.0
1157,1102.0
1180,-322.0
1183,898.0
1188,2042.0
1193,1297.0
1200,-548.0
