id,loss
4,1694.6053466796875
6,2056.6279296875
9,9697.181640625
12,6339.71630859375
15,760.1860961914062
17,2699.712890625
21,2610.4306640625
28,609.6989135742188
32,2537.88623046875
43,3487.99609375
46,3314.114990234375
50,1002.369140625
54,1153.255615234375
62,2199.580078125
70,2650.00439453125
71,6129.8154296875
75,2139.809326171875
77,2220.822265625
81,2995.756591796875
83,2455.52197265625
87,2092.42138671875
97,1822.6407470703125
103,1507.0919189453125
119,1545.861572265625
120,1980.257568359375
127,1188.686767578125
138,4376.83251953125
141,3510.35302734375
148,1178.02392578125
150,2807.8486328125
151,2347.701904296875
158,1895.636474609375
160,6681.9150390625
165,3021.799072265625
168,3690.908447265625
169,5406.72314453125
177,3407.333251953125
178,4261.609375
184,2240.000732421875
194,9523.01953125
198,1904.1478271484375
203,3907.603271484375
211,2892.918212890625
217,1310.664794921875
219,1616.771240234375
221,5160.57421875
227,2326.79248046875
230,1803.18798828125
235,4501.14013671875
240,641.1411743164062
243,2984.51220703125
249,8695.048828125
253,2967.42724609375
258,1707.8673095703125
261,1987.712158203125
263,4031.516357421875
264,2668.1494140625
265,4456.09375
268,1890.3018798828125
271,767.8148803710938
274,6482.7294921875
275,574.8135375976562
279,1950.7786865234375
282,2274.3154296875
286,3370.31689453125
288,1418.358642578125
294,2458.868896484375
296,1052.7066650390625
297,1871.038330078125
300,915.538330078125
303,9349.478515625
314,1349.39013671875
315,4904.26318359375
321,2980.844970703125
323,4818.76416015625
330,4394.54638671875
341,2036.6522216796875
342,4672.7451171875
352,1998.479248046875
353,4235.205078125
360,6766.6572265625
361,2704.9072265625
362,4422.33203125
366,1440.3863525390625
372,3803.646484375
376,2988.127197265625
377,2315.41015625
379,1694.208740234375
380,4461.30078125
387,1965.6806640625
392,2107.781982421875
394,10081.3515625
395,1701.7921142578125
397,1734.0528564453125
407,6018.15185546875
411,10360.0986328125
416,2697.04248046875
417,1749.6666259765625
419,4055.836669921875
428,5469.21533203125
431,1977.8916015625
436,8424.537109375
438,1574.6312255859375
445,6809.27783203125
446,9321.5625
455,1507.2489013671875
456,1653.9671630859375
461,997.0708618164062
463,1954.9947509765625
464,3911.913330078125
466,2050.003662109375
467,1652.7996826171875
470,1190.6192626953125
475,1420.78125
482,4562.16845703125
490,3456.6572265625
496,2096.43994140625
497,4542.93408203125
508,3039.731689453125
510,2119.684326171875
512,2241.19677734375
513,3872.893798828125
523,2038.66015625
531,5621.65380859375
532,2649.81591796875
533,1519.5294189453125
537,1135.8489990234375
544,4562.41650390625
547,3379.6689453125
556,8974.7275390625
565,1486.7296142578125
566,1286.8077392578125
571,1595.5511474609375
573,1759.6376953125
574,1039.39892578125
581,2223.381591796875
585,2332.330322265625
589,2317.39892578125
597,1800.4307861328125
601,4875.2578125
602,2005.7374267578125
613,2055.530029296875
616,1542.9947509765625
619,2388.00732421875
622,2658.49755859375
623,2084.04345703125
629,1646.6220703125
634,1956.06591796875
638,972.3222045898438
642,978.4122314453125
643,2100.8017578125
645,1020.700439453125
648,8543.5859375
652,1679.682373046875
664,1410.2132568359375
666,2625.779296875
672,859.4404296875
676,2537.3193359375
678,5101.0390625
682,2032.0025634765625
686,3441.537109375
688,2213.74853515625
689,1328.3406982421875
690,2094.638427734375
692,12657.4453125
695,2193.289306640625
697,4453.24462890625
698,2106.0576171875
706,2986.232177734375
708,1854.7271728515625
712,3022.022705078125
715,4535.20654296875
717,1379.8682861328125
725,3167.8193359375
729,1469.6826171875
737,1840.1671142578125
739,5692.40576171875
747,3856.914794921875
753,2794.5556640625
758,3255.36865234375
759,2786.328369140625
763,2023.195556640625
773,4641.30615234375
774,2485.762451171875
776,1776.4642333984375
788,4145.61865234375
790,3229.1904296875
794,1255.502197265625
801,3558.094970703125
802,1465.0118408203125
805,1479.808837890625
809,5862.74951171875
812,1545.6112060546875
825,2945.0986328125
828,2530.61181640625
830,1705.7850341796875
833,1487.88818359375
850,7815.12158203125
852,6381.98828125
862,1700.0548095703125
863,1395.8955078125
864,1524.748046875
865,3674.466064453125
868,7865.41357421875
872,1619.98095703125
879,6830.67724609375
880,1548.444580078125
883,1591.3702392578125
886,1620.4088134765625
923,1776.830810546875
924,1854.0831298828125
932,1377.6431884765625
945,8032.505859375
947,8054.45556640625
948,2361.951416015625
955,3561.11328125
963,4253.7119140625
979,1135.3258056640625
989,1708.590576171875
994,3238.1318359375
995,2137.224853515625
998,1231.406005859375
1000,3865.668701171875
1018,1794.0718994140625
1019,2227.12255859375
1028,1659.26318359375
1034,1394.2325439453125
1038,1689.358154296875
1040,1540.5706787109375
1042,1263.763671875
1057,7551.5234375
1058,2457.780029296875
1063,1226.3233642578125
1066,4782.1015625
1071,4307.8837890625
1073,4539.15625
1074,2945.041748046875
1077,3662.126708984375
1080,10076.2685546875
1088,1108.7359619140625
1096,874.909423828125
1097,12283.1728515625
1105,6576.25537109375
1115,1942.06689453125
1116,3350.80517578125
1122,2944.179931640625
1130,5270.908203125
1133,1125.7271728515625
1137,2241.2158203125
1140,2319.425048828125
1143,7942.02490234375
1149,5781.1220703125
1150,875.4483032226562
1153,713.4376831054688
1157,1365.51123046875
1180,575.7086181640625
1183,1188.9544677734375
1188,1440.679443359375
1193,1257.4603271484375
1200,732.7939453125
1209,4004.44873046875
1214,2145.68115234375
1219,2105.814208984375
1223,7221.4521484375
1227,930.6222534179688
1228,1513.065673828125
1229,5370.322265625
1233,1681.14111328125
1238,5804.34521484375
1239,1867.486328125
1241,3592.5185546875
1243,2043.7615966796875
1244,1594.4683837890625
1245,3990.62255859375
1277,4726.91064453125
1279,3382.693115234375
1292,10466.501953125
1293,1987.02197265625
1299,8724.984375
1304,3484.40869140625
1313,4246.373046875
1328,3206.744873046875
1330,1015.9458618164062
1334,1876.1859130859375
1335,1420.95849609375
1336,7045.98974609375
1341,1094.0562744140625
1344,1144.30322265625
1351,1105.2791748046875
1352,3626.12255859375
1354,1619.047607421875
1368,4071.77978515625
1373,1460.4732666015625
1375,674.8326416015625
1381,1871.1341552734375
1384,4550.92919921875
1385,4770.62353515625
1388,5995.77197265625
1401,5519.2392578125
1402,2421.984375
1404,1543.3681640625
1406,1618.8121337890625
1409,1009.0128173828125
1422,1574.5220947265625
1429,3952.66845703125
1433,5664.666015625
1438,1120.4644775390625
1444,1270.029052734375
1446,1265.917724609375
1450,1172.901123046875
1451,664.8098754882812
1454,2288.830322265625
1458,2410.20849609375
1461,3969.51025390625
1464,5911.31201171875
1465,1290.6920166015625
1478,2826.27099609375
1479,1917.046142578125
1480,2840.365478515625
1484,2391.08251953125
1486,1351.8155517578125
1488,1008.041748046875
1489,3877.0771484375
1491,1225.4647216796875
1507,2056.34326171875
1515,1812.3487548828125
1519,3020.64599609375
1528,2577.460693359375
1529,1172.29931640625
1530,3708.9580078125
1532,1285.3045654296875
1541,1706.6502685546875
1542,3926.544921875
1547,1430.832763671875
1549,1186.2940673828125
1553,2855.6875
1554,2774.014892578125
1555,1665.2696533203125
1559,1770.885986328125
1565,1751.658447265625
1568,1302.04931640625
1576,4304.90478515625
1579,1068.294921875
1592,999.8502807617188
1596,3610.016845703125
1605,1033.010986328125
1607,1895.5750732421875
1612,2228.587890625
1617,3329.0966796875
1619,2547.12939453125
1620,9642.314453125
1624,2669.0029296875
1627,1485.00146484375
1633,2178.3935546875
1636,1419.5107421875
1639,1489.093505859375
1640,5738.1513671875
1644,1421.741943359375
1646,1896.3916015625
1647,3140.135498046875
1654,1030.7869873046875
1655,3800.676025390625
1664,6774.51318359375
1665,2266.0869140625
1667,4728.48681640625
1669,1259.4317626953125
1678,2522.17724609375
1682,2462.13525390625
1689,1155.6246337890625
1690,2825.71728515625
1693,5166.6767578125
1695,1222.35791015625
1705,2562.843994140625
1706,2938.057861328125
1708,2581.790283203125
1716,2030.7838134765625
1720,8590.572265625
1722,1689.26123046875
1749,4443.70703125
1750,2479.181396484375
1751,5867.9296875
1760,4510.298828125
1763,4392.80810546875
1770,2037.6082763671875
1777,2550.13525390625
1785,5872.3681640625
1791,1558.015380859375
1794,4678.5908203125
1800,1556.7701416015625
1816,1480.9058837890625
1817,1652.73681640625
1821,3368.969482421875
1836,1489.246826171875
1838,2007.6971435546875
1851,2701.08984375
1852,2912.55078125
1854,2815.65087890625
1856,889.5586547851562
1865,772.5914306640625
1872,1244.8370361328125
1878,844.7605590820312
1880,831.8679809570312
1881,1625.593505859375
1882,2810.07666015625
1886,885.4896850585938
1892,1659.28125
1894,2211.058837890625
1898,2912.6357421875
1899,3927.603515625
1902,1335.26953125
1903,4818.375
1906,1022.334228515625
1910,2531.15380859375
1911,1831.601318359375
1914,3749.822509765625
1929,3361.719970703125
1932,1663.339599609375
1952,1273.29736328125
1959,1448.2142333984375
1960,2106.1396484375
1976,4542.6494140625
1980,2975.365478515625
1981,2424.528076171875
1987,2440.89208984375
1994,1667.420166015625
2000,1208.475341796875
2008,2511.944091796875
2011,3037.9462890625
2012,5311.63720703125
2019,2026.0860595703125
2022,3391.41650390625
2024,7170.0712890625
2028,936.5739135742188
2030,4636.23193359375
2031,7179.23974609375
2047,2005.453857421875
2049,810.7357177734375
2050,1502.944091796875
2051,4305.3623046875
2056,1740.09326171875
2057,1392.703369140625
2059,2127.3896484375
2069,3650.267333984375
2085,2316.647705078125
2089,745.8051147460938
2090,1844.4859619140625
2101,2785.041015625
2114,3705.397216796875
2115,1452.6087646484375
2118,1473.2060546875
2119,2713.288818359375
2125,1680.8720703125
2128,4018.199462890625
2129,1983.83984375
2132,2195.874755859375
2133,2464.58447265625
2135,1004.8748779296875
2136,1942.483642578125
2143,1816.7012939453125
2144,1010.7951049804688
2145,3491.846435546875
2152,2824.349609375
2160,3016.138916015625
2166,1703.4368896484375
2169,1206.9891357421875
2170,1892.476806640625
2172,2044.551025390625
2181,2400.15576171875
2183,1910.0390625
2185,4629.57373046875
2188,2587.68505859375
2189,2587.70849609375
2194,4637.45166015625
2202,1697.730224609375
2208,3261.086669921875
2227,2089.341796875
2230,6584.193359375
2235,2184.24755859375
2236,1913.902099609375
2244,7736.41357421875
2248,1301.9505615234375
2252,1549.5970458984375
2254,1944.421142578125
2260,6000.0
2263,2075.874267578125
2274,1874.454833984375
2277,1143.8668212890625
2279,6587.66552734375
2280,10890.2724609375
2283,2931.378662109375
2284,787.301025390625
2288,3981.053955078125
2292,2320.966796875
2295,5236.0673828125
2296,1359.70751953125
2299,3133.619384765625
2315,5527.1005859375
2318,1697.9237060546875
